what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1432886104571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1432886110257
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.launchShortcut.run",1432886110276
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1432886113698
error,log,,,"Error starting server Tomcat v7.0 Server at localhost",1432886115414
error,log,,,"Several ports (8888, 8009) required by Tomcat v7.0 Server at localhost are already in use. The server may already be running in another process, or a system process may be using the port. To start this server you will need to stop the other process or change the port number(s).",1432886115415
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1432886115450
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1432886116895
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.run",1432886119808
error,log,,,"Several ports (8888, 8009) required by Tomcat v7.0 Server at localhost are already in use. The server may already be running in another process, or a system process may be using the port. To start this server you will need to stop the other process or change the port number(s).",1432886124830
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1432886124844
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1432886126688
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1432886130183
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1432886246540
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1432886250698
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1432886254073
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1432886255527
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1432886255652
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1432886257183
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1432886589908
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1432886589908
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1432886589939
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1432886589971
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1432886589971
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1432886590002
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1432886590033
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1432886590064
